i,j,nx,ny,nz
63,5,0.32042597781696064,-0.6065302517132852,0.7276319443899254
0,6,-0.33194314699165267,-0.6051108683201091,0.7236398166257585
1,6,-0.5616248459451273,-0.5415052320271039,0.6255794242974942
2,6,-0.6068297650520125,-0.5350080291743521,0.587812933649724
3,6,-0.6112860280345727,-0.5480587497021062,0.5709299421160878
4,6,-0.6088480563763015,-0.5646600270329766,0.5571921554705506
5,6,-0.6048459907309016,-0.5820273476641833,0.5435121839184011
6,6,-0.5998232563861646,-0.5998232563861647,0.5295508683748847
7,6,-0.5937593710595449,-0.6179940831444437,0.515299061203717
8,6,-0.5865834109930754,-0.6365049523945582,0.5007807379731471
9,6,-0.5782203570128028,-0.6553158668878516,0.48602709115954684
10,6,-0.5685950834426006,-0.6743795773608555,0.4710751709902526
11,6,-0.5576335601227828,-0.693640992312815,0.45596818574115944
12,6,-0.5452640644689942,-0.7130367379064971,0.4407558398869086
13,6,-0.5314185598671315,-0.7324948189612747,0.4254945997584853
14,6,-0.5160342422232038,-0.7519344092723528,0.41024785801434954
15,6,-0.4990552414640508,-0.7712658051480614,0.3950859701084951
16,6,-0.480434454566023,-0.7903905773169599,0.3800861351778184
17,6,-0.460135475336051,-0.8092019558038926,0.3653320942107626
18,6,-0.43813457387233706,-0.8275854796509349,0.35091362049461355
19,6,-0.41442266602431616,-0.8454199380430265,0.3369257815077727
20,6,-0.38900720112620035,-0.8625786211698332,0.3234679578763706
21,6,-0.36191388587967854,-0.8789308878749543,0.31064261386167824
22,6,-0.3331881547486284,-0.8943440429247447,0.29855382499681155
23,6,-0.30289629389896533,-0.9086855000046649,0.28730558160875325
24,6,-0.271126127786523,-0.9218251881152183,0.2769999014220558
25,6,-0.23798718593212523,-0.9336381400505478,0.26773479933520394
26,6,-0.2036102827613016,-0.9440071835750151,0.25960217663307555
27,6,-0.16814646556265794,-0.952825640449558,0.25268570402908774
28,6,-0.13176531384986967,-0.9599999273276032,0.24705878166347808
29,6,-0.09465260615237525,-0.9654519473040003,0.2427826632926606
30,6,-0.05700740526591235,-0.9691211627367596,0.23990483046533131
31,6,-0.01903864750320555,-0.9709662494543859,0.23845769503568506
32,6,0.019038647503205462,-0.9709662494543859,0.23845769503568506
33,6,0.05700740526591228,-0.9691211627367595,0.23990483046533134
34,6,0.09465260615237524,-0.9654519473040003,0.2427826632926606
35,6,0.1317653138498697,-0.9599999273276032,0.24705878166347808
36,6,0.16814646556265797,-0.952825640449558,0.25268570402908774
37,6,0.20361028276130158,-0.9440071835750151,0.25960217663307555
38,6,0.23798718593212517,-0.9336381400505478,0.26773479933520394
39,6,0.27112612778652295,-0.9218251881152183,0.2769999014220558
40,6,0.3028962938989653,-0.9086855000046649,0.28730558160875325
41,6,0.33318815474862845,-0.8943440429247447,0.29855382499681155
42,6,0.3619138858796786,-0.8789308878749543,0.31064261386167813
43,6,0.38900720112620046,-0.8625786211698331,0.3234679578763706
44,6,0.41442266602431616,-0.8454199380430266,0.3369257815077727
45,6,0.4381345738723372,-0.8275854796509348,0.35091362049461344
46,6,0.4601354753360511,-0.8092019558038926,0.36533209421076257
47,6,0.4804344545660231,-0.7903905773169599,0.3800861351778184
