i,j,x,y,phi_x,phi_y,phi_z
123,23,123,23,0.350225,0.238389,0.905822
124,23,124,23,0.348421,0.23324,0.907856
125,23,125,23,0.34657,0.228229,0.909835
126,23,126,23,0.344679,0.223352,0.911762
127,23,127,23,0.342751,0.218605,0.913638
0,24,0,24,-0.34744,0.216124,0.912456
1,24,1,24,-0.349498,0.220882,0.910529
2,24,2,24,-0.351523,0.225775,0.908547
3,24,3,24,-0.35351,0.230804,0.90651
4,24,4,24,-0.355456,0.235975,0.904415
5,24,5,24,-0.357354,0.24129,0.902262
6,24,6,24,-0.3592,0.246755,0.900049
7,24,7,24,-0.360986,0.252371,0.897774
8,24,8,24,-0.362708,0.258144,0.895436
9,24,9,24,-0.364358,0.264076,0.893032
10,24,10,24,-0.365929,0.270172,0.890563
11,24,11,24,-0.367414,0.276435,0.888026
12,24,12,24,-0.368804,0.282869,0.88542
13,24,13,24,-0.37009,0.289477,0.882744
14,24,14,24,-0.371265,0.296262,0.879995
15,24,15,24,-0.372316,0.303227,0.877174
16,24,16,24,-0.373235,0.310374,0.874279
17,24,17,24,-0.37401,0.317708,0.871308
18,24,18,24,-0.37463,0.325228,0.868262
19,24,19,24,-0.375082,0.332938,0.865139
20,24,20,24,-0.375354,0.340839,0.861939
21,24,21,24,-0.375431,0.34893,0.858661
22,24,22,24,-0.3753,0.357214,0.855306
23,24,23,24,-0.374946,0.365688,0.851873
24,24,24,24,-0.374352,0.374352,0.848364
25,24,25,24,-0.373503,0.383204,0.844778
26,24,26,24,-0.372382,0.392242,0.841117
27,24,27,24,-0.37097,0.401461,0.837383
28,24,28,24,-0.369251,0.410856,0.833577
29,24,29,24,-0.367204,0.420422,0.829702
30,24,30,24,-0.364812,0.430151,0.825761
31,24,31,24,-0.362054,0.440035,0.821758
32,24,32,24,-0.35891,0.450062,0.817696
33,24,33,24,-0.355361,0.460222,0.813581
34,24,34,24,-0.351387,0.470501,0.809417
35,24,35,24,-0.346966,0.480883,0.805212
36,24,36,24,-0.34208,0.491351,0.800972
37,24,37,24,-0.336708,0.501886,0.796704
38,24,38,24,-0.330833,0.512467,0.792418
39,24,39,24,-0.324436,0.523071,0.788123
40,24,40,24,-0.317501,0.533671,0.783829
41,24,41,24,-0.310011,0.544241,0.779548
42,24,42,24,-0.301953,0.554751,0.775291
43,24,43,24,-0.293315,0.565169,0.771071
44,24,44,24,-0.284088,0.575461,0.766902
45,24,45,24,-0.274265,0.585592,0.762798
46,24,46,24,-0.26384,0.595524,0.758775
47,24,47,24,-0.252813,0.605219,0.754848
48,24,48,24,-0.241186,0.614637,0.751033
49,24,49,24,-0.228966,0.623736,0.747348
50,24,50,24,-0.216162,0.632474,0.743808
51,24,51,24,-0.202788,0.640811,0.740431
52,24,52,24,-0.188863,0.648704,0.737234
53,24,53,24,-0.17441,0.656112,0.734233
54,24,54,24,-0.159454,0.662995,0.731445
55,24,55,24,-0.14403,0.669314,0.728885
56,24,56,24,-0.128171,0.675033,0.726569
57,24,57,24,-0.111918,0.680118,0.724509
58,24,58,24,-0.0953155,0.684538,0.722719
59,24,59,24,-0.07841,0.688266,0.721209
60,24,60,24,-0.0612524,0.691277,0.719989
61,24,61,24,-0.0438957,0.693553,0.719067
62,24,62,24,-0.0263954,0.695078,0.718449
63,24,63,24,-0.00880815,0.695844,0.718139
64,24,64,24,0.00880815,0.695844,0.718139
65,24,65,24,0.0263954,0.695078,0.718449
66,24,66,24,0.0438957,0.693553,0.719067
67,24,67,24,0.0612524,0.691277,0.719989
68,24,68,24,0.07841,0.688266,0.721209
69,24,69,24,0.0953155,0.684538,0.722719
70,24,70,24,0.111918,0.680118,0.724509
71,24,71,24,0.128171,0.675033,0.726569
72,24,72,24,0.14403,0.669314,0.728885
73,24,73,24,0.159454,0.662995,0.731445
74,24,74,24,0.17441,0.656112,0.734233
75,24,75,24,0.188863,0.648704,0.737234
76,24,76,24,0.202788,0.640811,0.740431
77,24,77,24,0.216162,0.632474,0.743808
78,24,78,24,0.228966,0.623736,0.747348
79,24,79,24,0.241186,0.614637,0.751033
80,24,80,24,0.252813,0.605219,0.754848
81,24,81,24,0.26384,0.595524,0.758775
82,24,82,24,0.274265,0.585592,0.762798
83,24,83,24,0.284088,0.575461,0.766902
84,24,84,24,0.293315,0.565169,0.771071
85,24,85,24,0.301953,0.554751,0.775291
86,24,86,24,0.310011,0.544241,0.779548
87,24,87,24,0.317501,0.533671,0.783829
88,24,88,24,0.324436,0.523071,0.788123
89,24,89,24,0.330833,0.512467,0.792418
90,24,90,24,0.336708,0.501886,0.796704
91,24,91,24,0.34208,0.491351,0.800972
92,24,92,24,0.346966,0.480883,0.805212
93,24,93,24,0.351387,0.470501,0.809417
94,24,94,24,0.355361,0.460222,0.813581
95,24,95,24,0.35891,0.450062,0.817696
96,24,96,24,0.362054,0.440035,0.821758
97,24,97,24,0.364812,0.430151,0.825761
98,24,98,24,0.367204,0.420422,0.829702
99,24,99,24,0.369251,0.410856,0.833577
100,24,100,24,0.37097,0.401461,0.837383
101,24,101,24,0.372382,0.392242,0.841117
102,24,102,24,0.373503,0.383204,0.844778
103,24,103,24,0.374352,0.374352,0.848364
104,24,104,24,0.374946,0.365688,0.851873
105,24,105,24,0.3753,0.357214,0.855306
106,24,106,24,0.375431,0.34893,0.858661
107,24,107,24,0.375354,0.340839,0.861939
108,24,108,24,0.375082,0.332938,0.865139
109,24,109,24,0.37463,0.325228,0.868262
110,24,110,24,0.37401,0.317708,0.871308
111,24,111,24,0.373235,0.310374,0.874279
112,24,112,24,0.372316,0.303227,0.877174
113,24,113,24,0.371265,0.296262,0.879995
114,24,114,24,0.37009,0.289477,0.882744
115,24,115,24,0.368804,0.282869,0.88542
116,24,116,24,0.367414,0.276435,0.888026
117,24,117,24,0.365929,0.270172,0.890563
118,24,118,24,0.364358,0.264076,0.893032
119,24,119,24,0.362708,0.258144,0.895436
120,24,120,24,0.360986,0.252371,0.897774
121,24,121,24,0.3592,0.246755,0.900049
122,24,122,24,0.357354,0.24129,0.902262
123,24,123,24,0.355456,0.235975,0.904415
124,24,124,24,0.35351,0.230804,0.90651
125,24,125,24,0.351523,0.225775,0.908547
126,24,126,24,0.349498,0.220882,0.910529
127,24,127,24,0.34744,0.216124,0.912456
0,25,0,25,-0.352136,0.2135,0.911273
1,25,1,25,-0.354327,0.218266,0.909292
2,25,2,25,-0.356489,0.223168,0.907255
3,25,3,25,-0.358618,0.228212,0.905159
4,25,4,25,-0.360709,0.2334,0.903003
5,25,5,25,-0.362756,0.238737,0.900785
6,25,6,25,-0.364754,0.244226,0.898503
7,25,7,25,-0.366697,0.249873,0.896157
8,25,8,25,-0.368579,0.255681,0.893743
9,25,9,25,-0.370394,0.261654,0.89126
10,25,10,25,-0.372133,0.267797,0.888708
11,25,11,25,-0.37379,0.274113,0.886083
12,25,12,25,-0.375356,0.280606,0.883385
13,25,13,25,-0.376822,0.28728,0.880611
14,25,14,25,-0.378178,0.294139,0.877761
15,25,15,25,-0.379416,0.301186,0.874832
16,25,16,25,-0.380523,0.308424,0.871824
17,25,17,25,-0.38149,0.315857,0.868735
18,25,18,25,-0.382303,0.323487,0.865564
19,25,19,25,-0.38295,0.331316,0.86231
20,25,20,25,-0.383418,0.339347,0.858973
21,25,21,25,-0.383693,0.347581,0.855551
22,25,22,25,-0.38376,0.356018,0.852045
23,25,23,25,-0.383602,0.364659,0.848453
24,25,24,25,-0.383204,0.373503,0.844778
25,25,25,25,-0.382549,0.382549,0.841018
26,25,26,25,-0.381619,0.391795,0.837176
27,25,27,25,-0.380394,0.401238,0.833252
28,25,28,25,-0.378856,0.410872,0.829248
29,25,29,25,-0.376985,0.420693,0.825166
30,25,30,25,-0.37476,0.430694,0.82101
31,25,31,25,-0.37216,0.440866,0.816783
32,25,32,25,-0.369163,0.451199,0.812489
33,25,33,25,-0.365749,0.461683,0.808132
34,25,34,25,-0.361894,0.472302,0.803719
35,25,35,25,-0.357577,0.483043,0.799255
36,25,36,25,-0.352776,0.493887,0.794748
37,25,37,25,-0.34747,0.504815,0.790207
38,25,38,25,-0.341637,0.515805,0.78564
39,25,39,25,-0.335258,0.526833,0.781056
40,25,40,25,-0.328313,0.537874,0.776468
41,25,41,25,-0.320784,0.548897,0.771887
42,25,42,25,-0.312656,0.559873,0.767326
43,25,43,25,-0.303915,0.570767,0.762798
44,25,44,25,-0.294548,0.581544,0.75832
45,25,45,25,-0.284547,0.592165,0.753905
46,25,46,25,-0.273906,0.602592,0.749572
47,25,47,25,-0.262621,0.612783,0.745337
48,25,48,25,-0.250695,0.622694,0.741218
49,25,49,25,-0.238132,0.632281,0.737234
50,25,50,25,-0.224941,0.6415,0.733403
51,25,51,25,-0.211138,0.650304,0.729744
52,25,52,25,-0.196739,0.658647,0.726276
53,25,53,25,-0.181769,0.666486,0.723019
54,25,54,25,-0.166256,0.673776,0.719989
55,25,55,25,-0.150235,0.680475,0.717205
56,25,56,25,-0.133742,0.686542,0.714684
57,25,57,25,-0.116821,0.69194,0.71244
58,25,58,25,-0.0995194,0.696636,0.710489
59,25,59,25,-0.081888,0.700597,0.708843
60,25,60,25,-0.0639817,0.703799,0.707512
61,25,61,25,-0.0458584,0.70622,0.706506
62,25,62,25,-0.0275783,0.707843,0.705832
63,25,63,25,-0.00920334,0.708657,0.705493
64,25,64,25,0.00920334,0.708657,0.705493
65,25,65,25,0.0275783,0.707843,0.705832
66,25,66,25,0.0458584,0.70622,0.706506
67,25,67,25,0.0639817,0.703799,0.707512
68,25,68,25,0.081888,0.700597,0.708843
69,25,69,25,0.0995194,0.696636,0.710489
70,25,70,25,0.116821,0.69194,0.71244
71,25,71,25,0.133742,0.686542,0.714684
72,25,72,25,0.150235,0.680475,0.717205
73,25,73,25,0.166256,0.673776,0.719989
74,25,74,25,0.181769,0.666486,0.723019
75,25,75,25,0.196739,0.658647,0.726276
76,25,76,25,0.211138,0.650304,0.729744
77,25,77,25,0.224941,0.6415,0.733403
78,25,78,25,0.238132,0.632281,0.737234
79,25,79,25,0.250695,0.622694,0.741218
80,25,80,25,0.262621,0.612783,0.745337
81,25,81,25,0.273906,0.602592,0.749572
82,25,82,25,0.284547,0.592165,0.753905
83,25,83,25,0.294548,0.581544,0.75832
84,25,84,25,0.303915,0.570767,0.762798
85,25,85,25,0.312656,0.559873,0.767326
86,25,86,25,0.320784,0.548897,0.771887
87,25,87,25,0.328313,0.537874,0.776468
88,25,88,25,0.335258,0.526833,0.781056
89,25,89,25,0.341637,0.515805,0.78564
90,25,90,25,0.34747,0.504815,0.790207
91,25,91,25,0.352776,0.493887,0.794748
92,25,92,25,0.357577,0.483043,0.799255
93,25,93,25,0.361894,0.472302,0.803719
94,25,94,25,0.365749,0.461683,0.808132
95,25,95,25,0.369163,0.451199,0.812489
96,25,96,25,0.37216,0.440866,0.816783
97,25,97,25,0.37476,0.430694,0.82101
98,25,98,25,0.376985,0.420693,0.825166
99,25,99,25,0.378856,0.410872,0.829248
100,25,100,25,0.380394,0.401238,0.833252
101,25,101,25,0.381619,0.391795,0.837176
102,25,102,25,0.382549,0.382549,0.841018
103,25,103,25,0.383204,0.373503,0.844778
104,25,104,25,0.383602,0.364659,0.848453
105,25,105,25,0.38376,0.356018,0.852045
106,25,106,25,0.383693,0.347581,0.855551
107,25,107,25,0.383418,0.339347,0.858973
108,25,108,25,0.38295,0.331316,0.86231
109,25,109,25,0.382303,0.323487,0.865564
110,25,110,25,0.38149,0.315857,0.868735
111,25,111,25,0.380523,0.308424,0.871824
112,25,112,25,0.379416,0.301186,0.874832
113,25,113,25,0.378178,0.294139,0.877761
114,25,114,25,0.376822,0.28728,0.880611
115,25,115,25,0.375356,0.280606,0.883385
116,25,116,25,0.37379,0.274113,0.886083
117,25,117,25,0.372133,0.267797,0.888708
118,25,118,25,0.370394,0.261654,0.89126
119,25,119,25,0.368579,0.255681,0.893743
120,25,120,25,0.366697,0.249873,0.896157
121,25,121,25,0.364754,0.244226,0.898503
122,25,122,25,0.362756,0.238737,0.900785
123,25,123,25,0.360709,0.2334,0.903003
124,25,124,25,0.358618,0.228212,0.905159
125,25,125,25,0.356489,0.223168,0.907255
126,25,126,25,0.354327,0.218266,0.909292
127,25,127,25,0.352136,0.2135,0.911273
0,26,0,26,-0.356836,0.21073,0.910089
1,26,1,26,-0.359163,0.215498,0.908054
2,26,2,26,-0.361466,0.220406,0.90596
3,26,3,26,-0.363739,0.225458,0.903805
4,26,4,26,-0.365978,0.230658,0.901586
5,26,5,26,-0.368178,0.236011,0.899302
6,26,6,26,-0.370333,0.241522,0.896951
7,26,7,26,-0.372438,0.247193,0.894531
8,26,8,26,-0.374486,0.253031,0.89204
9,26,9,26,-0.376471,0.259039,0.889477
10,26,10,26,-0.378384,0.265223,0.886838
11,26,11,26,-0.38022,0.271585,0.884124
12,26,12,26,-0.381968,0.278132,0.88133
13,26,13,26,-0.38362,0.284866,0.878457
14,26,14,26,-0.385167,0.291793,0.875502
15,26,15,26,-0.386599,0.298916,0.872462
16,26,16,26,-0.387904,0.30624,0.869338
17,26,17,26,-0.38907,0.313767,0.866126
18,26,18,26,-0.390087,0.3215,0.862827
19,26,19,26,-0.39094,0.329444,0.859437
20,26,20,26,-0.391616,0.3376,0.855957
21,26,21,26,-0.3921,0.345971,0.852386
22,26,22,26,-0.392377,0.354558,0.848722
23,26,23,26,-0.39243,0.363361,0.844966
24,26,24,26,-0.392242,0.372382,0.841117
25,26,25,26,-0.391795,0.381619,0.837176
26,26,26,26,-0.391071,0.391071,0.833143
27,26,27,26,-0.390048,0.400735,0.82902
28,26,28,26,-0.388708,0.410607,0.824808
29,26,29,26,-0.387029,0.420684,0.820508
30,26,30,26,-0.384988,0.430957,0.816125
31,26,31,26,-0.382564,0.44142,0.811661
32,26,32,26,-0.379733,0.452063,0.80712
33,26,33,26,-0.376471,0.462874,0.802507
34,26,34,26,-0.372754,0.47384,0.797828
35,26,35,26,-0.368559,0.484946,0.79309
36,26,36,26,-0.363862,0.496175,0.788299
37,26,37,26,-0.358638,0.507507,0.783464
38,26,38,26,-0.352865,0.518919,0.778595
39,26,39,26,-0.346519,0.530387,0.773702
40,26,40,26,-0.33958,0.541883,0.768797
41,26,41,26,-0.332027,0.553378,0.763892
42,26,42,26,-0.323841,0.564839,0.759002
43,26,43,26,-0.315006,0.57623,0.754142
44,26,44,26,-0.305508,0.587515,0.749327
45,26,45,26,-0.295335,0.598653,0.744575
46,26,46,26,-0.284481,0.609601,0.739903
47,26,47,26,-0.272939,0.620315,0.735332
48,26,48,26,-0.26071,0.630749,0.73088
49,26,49,26,-0.247797,0.640854,0.726569
50,26,50,26,-0.23421,0.650583,0.722418
51,26,51,26,-0.219962,0.659885,0.718449
52,26,52,26,-0.205071,0.66871,0.714684
53,26,53,26,-0.189563,0.67701,0.711142
54,26,54,26,-0.173466,0.684736,0.707846
55,26,55,26,-0.156818,0.691842,0.704814
56,26,56,26,-0.139657,0.698283,0.702066
57,26,57,26,-0.12203,0.704019,0.699619
58,26,58,26,-0.103988,0.70901,0.697489
59,26,59,26,-0.0855869,0.713224,0.695691
60,26,60,26,-0.0668856,0.716632,0.694237
61,26,61,26,-0.0479473,0.719209,0.693138
62,26,62,26,-0.0288375,0.720937,0.6924
63,26,63,26,-0.00962406,0.721805,0.69203
64,26,64,26,0.00962406,0.721805,0.69203
65,26,65,26,0.0288375,0.720937,0.6924
66,26,66,26,0.0479473,0.719209,0.693138
67,26,67,26,0.0668856,0.716632,0.694237
68,26,68,26,0.0855869,0.713224,0.695691
69,26,69,26,0.103988,0.70901,0.697489
70,26,70,26,0.12203,0.704019,0.699619
71,26,71,26,0.139657,0.698283,0.702066
72,26,72,26,0.156818,0.691842,0.704814
73,26,73,26,0.173466,0.684736,0.707846
74,26,74,26,0.189563,0.67701,0.711142
75,26,75,26,0.205071,0.66871,0.714684
76,26,76,26,0.219962,0.659885,0.718449
77,26,77,26,0.23421,0.650583,0.722418
78,26,78,26,0.247797,0.640854,0.726569
79,26,79,26,0.26071,0.630749,0.73088
80,26,80,26,0.272939,0.620315,0.735332
81,26,81,26,0.284481,0.609601,0.739903
82,26,82,26,0.295335,0.598653,0.744575
83,26,83,26,0.305508,0.587515,0.749327
84,26,84,26,0.315006,0.57623,0.754142
85,26,85,26,0.323841,0.564839,0.759002
86,26,86,26,0.332027,0.553378,0.763892
87,26,87,26,0.33958,0.541883,0.768797
88,26,88,26,0.346519,0.530387,0.773702
89,26,89,26,0.352865,0.518919,0.778595
90,26,90,26,0.358638,0.507507,0.783464
91,26,91,26,0.363862,0.496175,0.788299
92,26,92,26,0.368559,0.484946,0.79309
93,26,93,26,0.372754,0.47384,0.797828
94,26,94,26,0.376471,0.462874,0.802507
95,26,95,26,0.379733,0.452063,0.80712
96,26,96,26,0.382564,0.44142,0.811661
97,26,97,26,0.384988,0.430957,0.816125
98,26,98,26,0.387029,0.420684,0.820508
99,26,99,26,0.388708,0.410607,0.824808
100,26,100,26,0.390048,0.400735,0.82902
101,26,101,26,0.391071,0.391071,0.833143
102,26,102,26,0.391795,0.381619,0.837176
103,26,103,26,0.392242,0.372382,0.841117
104,26,104,26,0.39243,0.363361,0.844966
105,26,105,26,0.392377,0.354558,0.848722
106,26,106,26,0.3921,0.345971,0.852386
107,26,107,26,0.391616,0.3376,0.855957
108,26,108,26,0.39094,0.329444,0.859437
109,26,109,26,0.390087,0.3215,0.862827
110,26,110,26,0.38907,0.313767,0.866126
111,26,111,26,0.387904,0.30624,0.869338
112,26,112,26,0.386599,0.298916,0.872462
113,26,113,26,0.385167,0.291793,0.875502
114,26,114,26,0.38362,0.284866,0.878457
115,26,115,26,0.381968,0.278132,0.88133
116,26,116,26,0.38022,0.271585,0.884124
117,26,117,26,0.378384,0.265223,0.886838
118,26,118,26,0.376471,0.259039,0.889477
119,26,119,26,0.374486,0.253031,0.89204
120,26,120,26,0.372438,0.247193,0.894531
121,26,121,26,0.370333,0.241522,0.896951
122,26,122,26,0.368178,0.236011,0.899302
123,26,123,26,0.365978,0.230658,0.901586
124,26,124,26,0.363739,0.225458,0.903805
125,26,125,26,0.361466,0.220406,0.90596
126,26,126,26,0.359163,0.215498,0.908054
127,26,127,26,0.356836,0.21073,0.910089
0,27,0,27,-0.361534,0.207811,0.908905
1,27,1,27,-0.364,0.212576,0.906816
2,27,2,27,-0.366446,0.217484,0.904664
3,27,3,27,-0.368867,0.22254,0.902448
4,27,4,27,-0.371259,0.227747,0.900166
5,27,5,27,-0.373615,0.23311,0.897815
6,27,6,27,-0.375932,0.238635,0.895393
7,27,7,27,-0.378203,0.244326,0.892898
8,27,8,27,-0.380422,0.250187,0.890329
9,27,9,27,-0.382582,0.256225,0.887682
10,27,10,27,-0.384676,0.262442,0.884957
11,27,11,27,-0.386696,0.268846,0.88215
12,27,12,27,-0.388633,0.275439,0.87926
13,27,13,27,-0.39048,0.282228,0.876284
14,27,14,27,-0.392225,0.289216,0.87322
15,27,15,27,-0.393859,0.296409,0.870067
16,27,16,27,-0.39537,0.303811,0.866823
17,27,17,27,-0.396747,0.311425,0.863485
18,27,18,27,-0.397977,0.319257,0.860052
19,27,19,27,-0.399047,0.327308,0.856522
20,27,20,27,-0.399943,0.335584,0.852895
21,27,21,27,-0.400648,0.344086,0.849168
22,27,22,27,-0.401148,0.352817,0.845341
23,27,23,27,-0.401425,0.361778,0.841412
24,27,24,27,-0.401461,0.37097,0.837383
25,27,25,27,-0.401238,0.380394,0.833252
26,27,26,27,-0.400735,0.390048,0.82902
27,27,27,27,-0.399932,0.399932,0.824688
28,27,28,27,-0.398806,0.41004,0.820256
29,27,29,27,-0.397337,0.420371,0.815728
30,27,30,27,-0.395499,0.430917,0.811105
31,27,31,27,-0.393269,0.441671,0.806391
32,27,32,27,-0.390622,0.452625,0.801589
33,27,33,27,-0.387532,0.463768,0.796704
34,27,34,27,-0.383974,0.475086,0.791743
35,27,35,27,-0.379921,0.486565,0.786711
36,27,36,27,-0.375347,0.498187,0.781617
37,27,37,27,-0.370225,0.509932,0.776468
38,27,38,27,-0.36453,0.521778,0.771275
39,27,39,27,-0.358236,0.533699,0.76605
40,27,40,27,-0.35132,0.545667,0.760804
41,27,41,27,-0.343757,0.557651,0.75555
42,27,42,27,-0.335528,0.569617,0.750305
43,27,43,27,-0.326612,0.581529,0.745083
44,27,44,27,-0.316993,0.593345,0.739903
45,27,45,27,-0.306656,0.605025,0.734784
46,27,46,27,-0.295593,0.616522,0.729744
47,27,47,27,-0.283795,0.627788,0.724805
48,27,48,27,-0.271261,0.638775,0.719989
49,27,49,27,-0.257993,0.64943,0.715318
50,27,50,27,-0.243999,0.659701,0.710816
51,27,51,27,-0.229292,0.669533,0.706506
52,27,52,27,-0.213891,0.678872,0.702412
53,27,53,27,-0.197822,0.687666,0.698558
54,27,54,27,-0.181114,0.695859,0.694966
55,27,55,27,-0.163806,0.703403,0.691659
56,27,56,27,-0.145941,0.710246,0.688659
57,27,57,27,-0.127568,0.716345,0.685986
58,27,58,27,-0.108743,0.721656,0.683658
59,27,59,27,-0.0895244,0.726142,0.681691
60,27,60,27,-0.0699781,0.729772,0.6801
61,27,61,27,-0.0501725,0.732518,0.678896
62,27,62,27,-0.0301792,0.73436,0.678089
63,27,63,27,-0.0100724,0.735285,0.677683
64,27,64,27,0.0100724,0.735285,0.677683
65,27,65,27,0.0301792,0.73436,0.678089
66,27,66,27,0.0501725,0.732518,0.678896
67,27,67,27,0.0699781,0.729772,0.6801
68,27,68,27,0.0895244,0.726142,0.681691
69,27,69,27,0.108743,0.721656,0.683658
70,27,70,27,0.127568,0.716345,0.685986
71,27,71,27,0.145941,0.710246,0.688659
72,27,72,27,0.163806,0.703403,0.691659
73,27,73,27,0.181114,0.695859,0.694966
74,27,74,27,0.197822,0.687666,0.698558
75,27,75,27,0.213891,0.678872,0.702412
76,27,76,27,0.229292,0.669533,0.706506
77,27,77,27,0.243999,0.659701,0.710816
78,27,78,27,0.257993,0.64943,0.715318
79,27,79,27,0.271261,0.638775,0.719989
80,27,80,27,0.283795,0.627788,0.724805
81,27,81,27,0.295593,0.616522,0.729744
82,27,82,27,0.306656,0.605025,0.734784
83,27,83,27,0.316993,0.593345,0.739903
84,27,84,27,0.326612,0.581529,0.745083
85,27,85,27,0.335528,0.569617,0.750305
86,27,86,27,0.343757,0.557651,0.75555
87,27,87,27,0.35132,0.545667,0.760804
88,27,88,27,0.358236,0.533699,0.76605
89,27,89,27,0.36453,0.521778,0.771275
90,27,90,27,0.370225,0.509932,0.776468
91,27,91,27,0.375347,0.498187,0.781617
92,27,92,27,0.379921,0.486565,0.786711
93,27,93,27,0.383974,0.475086,0.791743
94,27,94,27,0.387532,0.463768,0.796704
95,27,95,27,0.390622,0.452625,0.801589
96,27,96,27,0.393269,0.441671,0.806391
97,27,97,27,0.395499,0.430917,0.811105
98,27,98,27,0.397337,0.420371,0.815728
99,27,99,27,0.398806,0.41004,0.820256
100,27,100,27,0.399932,0.399932,0.824688
101,27,101,27,0.400735,0.390048,0.82902
102,27,102,27,0.401238,0.380394,0.833252
103,27,103,27,0.401461,0.37097,0.837383
104,27,104,27,0.401425,0.361778,0.841412
105,27,105,27,0.401148,0.352817,0.845341
106,27,106,27,0.400648,0.344086,0.849168
107,27,107,27,0.399943,0.335584,0.852895
108,27,108,27,0.399047,0.327308,0.856522
109,27,109,27,0.397977,0.319257,0.860052
110,27,110,27,0.396747,0.311425,0.863485
111,27,111,27,0.39537,0.303811,0.866823
112,27,112,27,0.393859,0.296409,0.870067
113,27,113,27,0.392225,0.289216,0.87322
114,27,114,27,0.39048,0.282228,0.876284
115,27,115,27,0.388633,0.275439,0.87926
116,27,116,27,0.386696,0.268846,0.88215
117,27,117,27,0.384676,0.262442,0.884957
118,27,118,27,0.382582,0.256225,0.887682
119,27,119,27,0.380422,0.250187,0.890329
120,27,120,27,0.378203,0.244326,0.892898
121,27,121,27,0.375932,0.238635,0.895393
122,27,122,27,0.373615,0.23311,0.897815
123,27,123,27,0.371259,0.227747,0.900166
124,27,124,27,0.368867,0.22254,0.902448
125,27,125,27,0.366446,0.217484,0.904664
126,27,126,27,0.364,0.212576,0.906816
127,27,127,27,0.361534,0.207811,0.908905
0,28,0,28,-0.366225,0.20474,0.907723
1,28,1,28,-0.368834,0.209497,0.905579
2,28,2,28,-0.371426,0.2144,0.903369
3,28,3,28,-0.373998,0.219453,0.901091
4,28,4,28,-0.376545,0.224661,0.898744
5,28,5,28,-0.379062,0.230029,0.896325
6,28,6,28,-0.381545,0.235562,0.893831
7,28,7,28,-0.383986,0.241266,0.89126
8,28,8,28,-0.386381,0.247145,0.888611
9,28,9,28,-0.388722,0.253204,0.88588
10,28,10,28,-0.391001,0.25945,0.883065
11,28,11,28,-0.393212,0.265886,0.880164
12,28,12,28,-0.395346,0.27252,0.877174
13,28,13,28,-0.397393,0.279356,0.874093
14,28,14,28,-0.399345,0.286399,0.870919
15,28,15,28,-0.401189,0.293654,0.867649
16,28,16,28,-0.402916,0.301127,0.864281
17,28,17,28,-0.404513,0.308822,0.860813
18,28,18,28,-0.405967,0.316743,0.857242
19,28,19,28,-0.407264,0.324896,0.853568
20,28,20,28,-0.408391,0.333284,0.849787
21,28,21,28,-0.40933,0.341911,0.845899
22,28,22,28,-0.410066,0.35078,0.841902
23,28,23,28,-0.410581,0.359892,0.837795
24,28,24,28,-0.410856,0.369251,0.833577
25,28,25,28,-0.410872,0.378856,0.829248
26,28,26,28,-0.410607,0.388708,0.824808
27,28,27,28,-0.41004,0.398806,0.820256
28,28,28,28,-0.409148,0.409148,0.815595
29,28,29,28,-0.407907,0.41973,0.810826
30,28,30,28,-0.406291,0.430548,0.80595
31,28,31,28,-0.404276,0.441594,0.800972
32,28,32,28,-0.401834,0.45286,0.795894
33,28,33,28,-0.398937,0.464337,0.790721
34,28,34,28,-0.395558,0.476011,0.78546
35,28,35,28,-0.391668,0.487868,0.780116
36,28,36,28,-0.387239,0.49989,0.774697
37,28,37,28,-0.38224,0.512058,0.769213
38,28,38,28,-0.376644,0.524348,0.763674
39,28,39,28,-0.370423,0.536735,0.758091
40,28,40,28,-0.363548,0.54919,0.752478
41,28,41,28,-0.355995,0.561681,0.746848
42,28,42,28,-0.347738,0.574172,0.741218
43,28,43,28,-0.338755,0.586625,0.735605
44,28,44,28,-0.329027,0.598998,0.730029
45,28,45,28,-0.318536,0.611246,0.724509
46,28,46,28,-0.30727,0.62332,0.719067
47,28,47,28,-0.295219,0.635169,0.713727
48,28,48,28,-0.28238,0.646741,0.708511
49,28,49,28,-0.268752,0.657979,0.703446
50,28,50,28,-0.254342,0.668825,0.698558
51,28,51,28,-0.239163,0.679223,0.693871
52,28,52,28,-0.223233,0.689111,0.689415
53,28,53,28,-0.206579,0.698432,0.685214
54,28,54,28,-0.189231,0.707127,0.681295
55,28,55,28,-0.171231,0.71514,0.677683
56,28,56,28,-0.152623,0.722417,0.674404
57,28,57,28,-0.133462,0.728906,0.671479
58,28,58,28,-0.113805,0.734562,0.66893
59,28,59,28,-0.0937195,0.739343,0.666775
60,28,60,28,-0.0732745,0.743212,0.665031
61,28,61,28,-0.0525452,0.746141,0.663711
62,28,62,28,-0.0316101,0.748107,0.662825
63,28,63,28,-0.0105506,0.749093,0.66238
64,28,64,28,0.0105506,0.749093,0.66238
65,28,65,28,0.0316101,0.748107,0.662825
66,28,66,28,0.0525452,0.746141,0.663711
67,28,67,28,0.0732745,0.743212,0.665031
68,28,68,28,0.0937195,0.739343,0.666775
69,28,69,28,0.113805,0.734562,0.66893
70,28,70,28,0.133462,0.728906,0.671479
71,28,71,28,0.152623,0.722417,0.674404
72,28,72,28,0.171231,0.71514,0.677683
73,28,73,28,0.189231,0.707127,0.681295
